country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
Croatia,1994,HRV,4675515,42079801344,0.834,0.178,16.052,-0.756,-4.499,26.553,3.8,16.7,5.679,0.631,0.313,3.433,0.381,0.189,0.804,0.172,17.834,3.814,0.424,46.872,591.992,1393.183,91.493,3.492,73.352,1102.689,376.079,0.704,17608.57,2.017,0.705,0.151,4.392,0.939,4.186,5.623,10.501,2.246,4.485,0.959,2.372,0.507,9.197,1.967,0.026,0.12,84.863,0.141,0.07,0.092,0.009,0.324,0.066,0.089,0.019,0.038,0.077,0.164,0.123,0.026,0.224,0.108,0.178,0.099,0.055,0.075,0,0.001,0.001,0,26.291,19.57,1.782,11.103
Croatia,1995,HRV,4619361,45617098752,0.623,0.135,16.811,0.76,4.734,14.301,-12.252,-46.142,3.096,0.313,0.163,3.639,0.369,0.191,0.858,0.186,19.693,4.263,0.432,47.495,608.804,1407.484,92.351,4.328,77.194,1100.179,386.615,0.821,18274.979,1.926,0.836,0.181,3.843,0.832,4.422,4.554,-2.51,-0.543,4.48,0.97,2.307,0.499,10.536,2.281,0.025,0.117,87.85,0.1,0.071,0.049,0.01,0.315,0.066,0.088,0.019,0.045,0.078,0.162,0.122,0.028,0.256,0.091,-0.046,0.113,0.052,0.075,0,0.001,0.001,0,21.035,20.426,2.881,17.14
Croatia,1996,HRV,4562291,48751845376,0.683,0.15,17.336,0.525,3.12,14.827,0.526,3.677,3.25,0.304,0.157,3.8,0.356,0.184,0.681,0.149,19.789,4.337,0.406,48.178,626.14,1422.311,93.032,5.138,81.505,1097.67,397.321,0.965,19804.262,1.933,0.81,0.178,4.311,0.945,4.576,4.73,-2.509,-0.55,4.348,0.953,2.284,0.501,10.707,2.347,0.032,0.144,94.241,0.107,0.071,0.049,0.008,0.306,0.066,0.087,0.019,0.052,0.079,0.16,0.122,0.03,0.231,0.098,-0.042,0.111,0.065,0.074,0,0.001,0.001,0,21.579,20.876,2.453,14.15
Croatia,1997,HRV,4504629,52770091008,0.802,0.178,18.567,1.231,7.1,26.227,11.4,76.89,5.822,0.497,0.281,4.122,0.352,0.199,1.07,0.237,20.953,4.652,0.397,48.979,644.706,1448.538,94.102,5.9,86.054,1105.33,408.559,1.112,19815.602,1.769,0.762,0.169,4.549,1.01,4.906,6.226,7.66,1.701,4.257,0.945,2.638,0.586,11.237,2.495,0.033,0.147,93.359,0.121,0.076,0.082,0.012,0.299,0.066,0.087,0.019,0.057,0.08,0.16,0.122,0.033,0.216,0.103,0.103,0.115,0.066,0.074,0,0.001,0.001,0,28.044,22.098,2.387,12.854
Croatia,1998,HRV,4445669,54840836096,0.861,0.194,19.039,0.472,2.542,27.156,0.929,3.54,6.108,0.495,0.275,4.283,0.347,0.193,1.02,0.229,20.493,4.61,0.374,49.841,663.745,1475.693,95.121,6.578,90.362,1113.447,420.578,1.265,21187.268,1.8,0.677,0.152,4.308,0.969,5.02,6.052,8.117,1.826,4.12,0.927,2.154,0.485,12.019,2.704,0.034,0.153,98.731,0.13,0.078,0.089,0.012,0.292,0.067,0.087,0.019,0.062,0.08,0.159,0.122,0.035,0.201,0.096,0.132,0.122,0.069,0.074,0,0.001,0.001,0,26.906,22.317,1.455,7.641
Croatia,1999,HRV,4385822,55058849792,1.129,0.257,20.081,1.043,5.477,7.698,-19.457,-71.651,1.755,0.14,0.075,4.579,0.365,0.197,0.894,0.204,22.028,5.023,0.4,50.969,683.827,1483.392,96.015,7.24,94.848,1101.064,433.349,1.405,22173.107,1.855,0.662,0.151,4.486,1.023,5.357,4.429,-12.383,-2.823,4.199,0.957,2.267,0.517,12.771,2.912,0.032,0.14,102.114,0.163,0.081,0.025,0.01,0.287,0.067,0.086,0.019,0.066,0.081,0.156,0.122,0.037,0.201,0.097,-0.206,0.126,0.064,0.073,0,0.001,0.001,0,19.426,23.496,1.947,9.694
Croatia,2000,HRV,4326105,57398796288,1.257,0.291,19.652,-0.429,-2.137,6.773,-0.925,-12.02,1.566,0.118,0.07,4.543,0.342,0.204,1.794,0.415,21.636,5.001,0.377,52.226,703.479,1490.165,97.809,7.951,99.408,1088.185,444.509,1.575,21227.025,1.682,0.711,0.164,4.56,1.054,5.363,4.236,-12.879,-2.977,4.154,0.96,2.425,0.561,11.16,2.58,0.039,0.169,96.55,0.174,0.077,0.022,0.019,0.283,0.067,0.085,0.019,0.07,0.082,0.153,0.122,0.039,0.205,0.096,-0.243,0.109,0.078,0.072,0,0.001,0.001,0,18.324,23.202,1.984,10.096
Croatia,2001,HRV,4301078,57633267712,1.443,0.336,20.776,1.124,5.718,7.336,0.563,8.316,1.706,0.127,0.072,4.83,0.36,0.205,1.906,0.443,24.484,5.692,0.425,53.669,724.255,1497.501,99.715,8.713,104.257,1074.745,456.124,1.776,22525.262,1.761,0.762,0.177,4.849,1.127,5.683,4.391,-13.44,-3.125,4.412,1.026,2.239,0.521,11.614,2.7,0.047,0.201,101.516,0.191,0.081,0.024,0.021,0.279,0.068,0.084,0.019,0.075,0.082,0.15,0.121,0.042,0.227,0.101,-0.282,0.112,0.094,0.072,0,0.001,0.001,0,18.888,24.442,3.708,17.846
Croatia,2002,HRV,4305783,61317058560,1.424,0.331,21.916,1.14,5.487,9.284,1.947,26.544,2.156,0.151,0.091,5.09,0.357,0.216,2.321,0.539,26.224,6.09,0.428,55.093,746.171,1506.784,102.037,9.49,109.29,1062.112,468.264,1.998,22668.963,1.657,0.776,0.18,5.033,1.169,5.95,4.691,-12.633,-2.934,4.452,1.034,2.403,0.558,12.14,2.819,0.052,0.222,101.622,0.181,0.083,0.03,0.024,0.275,0.068,0.083,0.019,0.079,0.083,0.147,0.121,0.045,0.239,0.102,-0.246,0.117,0.103,0.071,0,0.001,0.001,0,20.197,25.62,4.308,19.655
Croatia,2003,HRV,4306682,65731227648,1.427,0.331,23.227,1.311,5.983,9.952,0.669,7.203,2.311,0.151,0.094,5.393,0.353,0.218,2.601,0.604,25.326,5.881,0.385,56.52,769.398,1516.737,104.638,10.218,114.198,1048.837,481.601,2.223,23832.379,1.617,0.729,0.169,4.908,1.14,6.288,4.996,-13.275,-3.082,4.634,1.076,2.312,0.537,13.337,3.097,0.052,0.225,106.32,0.165,0.084,0.029,0.025,0.271,0.068,0.082,0.019,0.083,0.084,0.144,0.121,0.047,0.212,0.096,-0.218,0.126,0.102,0.071,0,0.001,0.001,0,21.514,27.081,2.098,9.035
Croatia,2004,HRV,4310054,69483831296,1.51,0.35,22.855,-0.373,-1.605,11.574,1.622,16.299,2.685,0.167,0.105,5.303,0.329,0.207,2.766,0.642,25.884,6.005,0.373,58.03,792.253,1528.311,107.404,10.996,119.446,1037.557,493.915,2.461,24877.861,1.591,0.778,0.18,5.248,1.218,6.277,5.301,-11.28,-2.617,4.969,1.153,2.633,0.611,12.314,2.857,0.055,0.238,110.541,0.167,0.08,0.034,0.025,0.267,0.069,0.081,0.019,0.087,0.084,0.142,0.121,0.05,0.227,0.099,-0.209,0.112,0.103,0.07,0,0.001,0.001,0,22.848,27.053,3.029,13.255
Croatia,2005,HRV,4313946,73522774016,1.542,0.357,23.298,0.443,1.94,12.039,0.465,4.016,2.791,0.164,0.11,5.401,0.317,0.213,2.742,0.636,25.848,5.992,0.352,59.572,815.551,1540.35,110.146,11.753,124.552,1026.298,506.784,2.743,24671.021,1.486,0.757,0.175,5.106,1.184,6.347,5.298,-11.259,-2.61,4.833,1.12,2.487,0.577,12.869,2.983,0.065,0.282,109.285,0.159,0.079,0.035,0.024,0.262,0.069,0.08,0.019,0.091,0.084,0.139,0.121,0.053,0.218,0.095,-0.23,0.116,0.117,0.07,0,0.001,0.001,0,22.855,27.382,2.55,10.947
Croatia,2006,HRV,4315802,78256431104,1.635,0.379,23.499,0.201,0.863,12.041,0.002,0.015,2.79,0.154,0.112,5.445,0.3,0.218,2.549,0.591,28.301,6.557,0.362,61.207,839.05,1552.391,112.695,12.519,129.6,1014.84,519.964,3.065,24436.512,1.379,0.766,0.177,5.048,1.17,6.465,5.51,-11.458,-2.655,5.195,1.204,2.881,0.668,13.18,3.054,0.074,0.321,107.95,0.155,0.077,0.033,0.021,0.257,0.069,0.079,0.019,0.094,0.085,0.137,0.121,0.056,0.22,0.091,-0.215,0.117,0.127,0.069,0,0.001,0.001,0,23.779,27.902,4.802,20.433
Croatia,2007,HRV,4315957,83591430144,1.662,0.385,24.805,1.306,5.556,20.191,8.15,67.683,4.678,0.242,0.186,5.747,0.297,0.229,2.77,0.642,29.665,6.873,0.355,62.868,863.855,1572.581,115.465,13.247,135.456,1010.226,533.432,3.386,24617.822,1.297,0.728,0.169,5.856,1.357,6.865,6.965,-4.614,-1.069,5.472,1.268,3.047,0.706,13.467,3.12,0.075,0.322,108.455,0.147,0.079,0.056,0.022,0.252,0.069,0.079,0.019,0.097,0.085,0.135,0.121,0.06,0.212,0.102,-0.1,0.12,0.124,0.069,0,0.001,0.001,0,30.062,29.629,4.861,19.596
Croatia,2008,HRV,4314634,86620962816,1.568,0.363,23.52,-1.285,-5.179,15.012,-5.179,-25.65,3.479,0.173,0.139,5.451,0.272,0.218,2.839,0.658,33.687,7.808,0.389,64.436,887.375,1587.593,118.304,13.884,141.129,1001.717,545.914,3.708,24549.996,1.245,0.637,0.148,5.673,1.315,6.544,6.025,-8.508,-1.972,5.235,1.213,3.367,0.78,12.482,2.893,0.074,0.321,107.864,0.136,0.073,0.041,0.022,0.247,0.069,0.078,0.019,0.099,0.086,0.133,0.121,0.062,0.19,0.096,-0.174,0.111,0.124,0.069,0,0.001,0.001,0,25.997,28.236,10.166,43.224
Croatia,2009,HRV,4310537,81451696128,1.247,0.289,21.756,-1.764,-7.499,15.05,0.038,0.254,3.491,0.185,0.141,5.047,0.267,0.204,2.024,0.47,25.622,5.944,0.315,65.683,909.131,1602.643,120.328,14.457,146.372,995.01,558.362,3.928,24300.623,1.307,0.574,0.133,5.243,1.216,6.144,5.61,-6.707,-1.556,5.374,1.247,2.26,0.524,12.448,2.888,0.051,0.22,106.489,0.105,0.069,0.041,0.016,0.241,0.069,0.078,0.019,0.101,0.086,0.132,0.12,0.063,0.174,0.091,-0.127,0.114,0.09,0.068,0,0.001,0.001,0,24.182,26.483,3.865,17.766
Croatia,2010,HRV,4301152,81303797760,1.21,0.281,20.986,-0.77,-3.54,12.756,-2.294,-15.242,2.966,0.157,0.118,4.879,0.258,0.194,2.734,0.636,24.132,5.611,0.297,66.893,930.117,1615.399,123.061,14.999,152.075,986.78,568.945,4.143,24781.908,1.332,0.542,0.126,5.703,1.326,5.995,5.444,-8.23,-1.914,5.192,1.207,2.536,0.59,10.583,2.461,0.05,0.215,108.264,0.096,0.063,0.033,0.02,0.235,0.069,0.077,0.019,0.102,0.086,0.129,0.12,0.064,0.159,0.092,-0.15,0.093,0.087,0.068,0,0.001,0.001,0,23.416,25.784,3.146,14.992
Croatia,2011,HRV,4280827,82302803968,1.082,0.253,20.621,-0.366,-1.742,13.748,0.993,7.781,3.212,0.167,0.146,4.817,0.251,0.218,2.79,0.652,23.231,5.427,0.282,67.975,950.738,1629.147,125.851,15.558,157.631,979.908,579.384,4.338,21703.076,1.148,0.559,0.131,5.556,1.298,5.925,5.575,-6.872,-1.605,5.162,1.206,2.646,0.618,10.439,2.439,0.046,0.195,94.448,0.08,0.06,0.035,0.019,0.227,0.069,0.076,0.019,0.103,0.086,0.128,0.119,0.065,0.156,0.087,-0.13,0.092,0.071,0.067,0,0.001,0.001,0,23.865,25.365,2.611,12.66
Croatia,2012,HRV,4259234,80383803392,1.035,0.243,19.056,-1.564,-7.586,28.658,14.909,108.445,6.728,0.357,0.327,4.474,0.237,0.218,2.48,0.582,23.496,5.516,0.292,69.01,969.794,1657.805,128.332,16.031,162.818,989.51,589.112,4.491,20222.289,1.09,0.473,0.111,5.187,1.218,5.465,7.259,9.602,2.254,4.767,1.119,2.335,0.548,9.728,2.284,0.036,0.153,87.595,0.074,0.054,0.07,0.017,0.221,0.069,0.076,0.019,0.104,0.086,0.128,0.118,0.064,0.126,0.079,0.17,0.085,0.055,0.067,0,0.001,0.001,0,30.916,23.279,4.44,23.297
Croatia,2013,HRV,4242404,80064094208,1.141,0.269,18.406,-0.65,-3.412,16.67,-11.988,-41.832,3.929,0.208,0.174,4.339,0.23,0.192,2.674,0.63,23.53,5.546,0.294,70.151,988.2,1674.475,131.005,16.484,167.722,987.773,598.202,4.635,22296.646,1.2,0.453,0.107,4.904,1.156,5.333,5.456,-1.736,-0.409,4.665,1.1,2.177,0.513,9.09,2.143,0.034,0.144,96.073,0.078,0.052,0.041,0.018,0.214,0.068,0.075,0.019,0.104,0.085,0.127,0.117,0.064,0.118,0.074,-0.034,0.079,0.049,0.067,0,0.001,0.001,0,23.147,22.626,5.124,27.84
Croatia,2014,HRV,4219485,79720243200,1.225,0.29,17.657,-0.749,-4.069,16.842,0.172,1.031,3.991,0.211,0.175,4.185,0.221,0.184,2.566,0.608,19.122,4.532,0.24,71.376,1005.858,1691.316,133.571,16.925,172.021,986.957,607.18,4.784,22411.174,1.204,0.441,0.105,4.298,1.019,5.162,5.42,-0.816,-0.193,4.578,1.085,2.166,0.513,8.978,2.128,0.035,0.149,96.009,0.082,0.05,0.041,0.017,0.209,0.068,0.075,0.019,0.105,0.085,0.126,0.117,0.063,0.114,0.065,-0.015,0.077,0.049,0.066,0,0.001,0.001,0,22.868,21.78,1.464,8.293
Croatia,2015,HRV,4183732,81731108864,1.169,0.279,17.803,0.146,0.826,16.629,-0.212,-1.261,3.975,0.203,0.183,4.255,0.218,0.196,2.373,0.567,21.479,5.134,0.263,72.545,1023.661,1707.945,135.944,17.175,176.476,985.784,616.587,4.934,21392.176,1.114,0.25,0.06,4.455,1.065,5.312,5.617,-1.174,-0.281,4.728,1.13,2.343,0.56,9.407,2.248,0.036,0.149,91.02,0.081,0.05,0.041,0.016,0.203,0.067,0.074,0.019,0.104,0.084,0.125,0.116,0.063,0.065,0.066,-0.021,0.08,0.049,0.066,0,0.001,0.001,0,23.5,22.225,3.676,20.647
Croatia,2016,HRV,4136438,84640153600,1.077,0.26,18.09,0.287,1.612,14.648,-1.981,-11.915,3.541,0.173,0.155,4.373,0.214,0.191,2.558,0.618,22.578,5.458,0.267,73.622,1041.751,1722.593,138.503,17.411,181.2,982.341,625.946,5.07,22428.08,1.119,0.237,0.057,4.724,1.142,5.43,5.455,-3.442,-0.832,4.739,1.146,2.23,0.539,9.359,2.263,0.033,0.136,94.731,0.072,0.051,0.037,0.018,0.198,0.067,0.073,0.019,0.103,0.084,0.124,0.115,0.062,0.063,0.068,-0.078,0.078,0.045,0.065,0,0.001,0.001,0,22.562,22.461,4.488,24.809
Croatia,2017,HRV,4079198,87528488960,1.287,0.316,18.719,0.629,3.478,14.868,0.221,1.506,3.645,0.17,0.157,4.589,0.214,0.197,1.549,0.38,21.877,5.363,0.25,74.909,1060.47,1737.462,140.052,17.723,186.624,978.491,635.943,5.219,22608.02,1.083,0.312,0.076,5.424,1.33,5.641,5.663,-3.851,-0.944,4.655,1.141,2.367,0.58,9.998,2.451,0.037,0.149,94.783,0.085,0.052,0.037,0.011,0.194,0.067,0.073,0.019,0.102,0.083,0.123,0.114,0.061,0.08,0.076,-0.091,0.082,0.049,0.065,0,0.001,0.001,0,23.102,23.013,3.158,16.868
Croatia,2018,HRV,4024868,89979863040,1.211,0.301,17.703,-1.017,-5.43,14.942,0.074,0.498,3.713,0.166,0.152,4.398,0.197,0.18,1.447,0.359,24.245,6.024,0.269,76.12,1078.172,1752.404,141.498,18.007,191.659,975.73,645.516,5.371,23593.492,1.091,0.285,0.071,5.036,1.251,5.42,5.519,-2.76,-0.686,4.371,1.086,2.379,0.591,9.573,2.378,0.038,0.152,98.16,0.078,0.048,0.037,0.01,0.189,0.066,0.072,0.019,0.102,0.083,0.122,0.113,0.061,0.07,0.067,-0.072,0.078,0.05,0.065,0,0.001,0.001,0,22.215,21.815,6.542,36.957
Croatia,2019,HRV,3986338,93057982464,1.184,0.297,17.83,0.128,0.721,16.672,1.729,11.573,4.182,0.179,0.174,4.473,0.192,0.186,1.675,0.42,23.484,5.891,0.252,77.304,1096.003,1769.076,143.173,18.294,196.895,974.572,654.822,5.514,23200.729,1.03,0.287,0.072,5.236,1.313,5.455,5.831,-1.159,-0.291,4.186,1.05,2.378,0.597,9.306,2.334,0.036,0.143,95.813,0.073,0.048,0.041,0.011,0.185,0.066,0.072,0.018,0.101,0.082,0.121,0.113,0.061,0.066,0.069,-0.031,0.075,0.047,0.064,0,0.001,0.001,0,23.244,21.747,5.654,31.708
Croatia,2020,HRV,3953957,85073362944,1.213,0.307,16.882,-0.949,-5.321,14.301,-2.371,-14.222,3.617,0.168,0.156,4.27,0.198,0.185,1.425,0.36,22.56,5.706,0.265,78.517,1112.884,1783.376,144.598,18.583,202.418,971.991,663.101,5.667,22304.447,1.074,0.288,0.073,5.523,1.397,5.224,5.453,-2.581,-0.653,3.974,1.005,2.442,0.618,8.279,2.094,0.039,0.153,91.378,0.074,0.048,0.037,0.01,0.181,0.065,0.071,0.018,0.1,0.082,0.12,0.112,0.06,0.072,0.073,-0.075,0.076,0.052,0.064,0,0.001,0.001,0,21.561,20.654,5.678,33.635
Croatia,2021,HRV,3924607,96194363392,1.205,0.307,17.411,0.529,3.134,14.244,-0.056,-0.394,3.629,0.148,0.145,4.436,0.181,0.177,1.652,0.421,23.139,5.896,0.241,79.722,1130.295,1797.621,146.25,18.867,207.78,968.825,671.823,5.853,24213.969,1.022,0.284,0.072,5.361,1.366,5.345,5.514,-3.166,-0.807,3.813,0.972,2.375,0.605,8.722,2.222,0.047,0.186,98.312,0.071,0.047,0.035,0.011,0.176,0.065,0.071,0.018,0.099,0.082,0.119,0.111,0.06,0.07,0.068,-0.089,0.076,0.062,0.063,0,0.001,0.001,0,21.639,20.977,5.728,32.899
Croatia,2022,HRV,3907031,102284648448,1.099,0.281,17.608,0.198,1.135,14.43,0.186,1.302,3.693,0.141,0.155,4.507,0.172,0.189,1.628,0.417,23.028,5.894,0.225,80.821,1147.903,1812.051,147.878,19.223,212.519,965.646,681.434,6.029,23116.369,0.911,0.356,0.091,4.739,1.213,5.367,5.477,-3.178,-0.813,3.658,0.936,2.325,0.595,9.611,2.46,0.045,0.175,93.167,0.069,0.047,0.035,0.011,0.173,0.065,0.07,0.018,0.099,0.081,0.118,0.111,0.06,0.088,0.06,-0.09,0.081,0.058,0.063,0,0.001,0.001,0,21.4,20.969,5.419,30.777
Croatia,2023,HRV,3896024,,1.203,0.309,17.524,-0.084,-0.478,14.433,0.003,0.021,3.705,,0.143,4.498,,0.173,1.336,0.343,,,,82.024,1165.427,1826.484,149.215,19.507,217.263,962.555,691.204,6.215,25236.199,,0.284,0.073,4.744,1.218,5.317,5.441,-3.091,-0.793,3.461,0.888,2.347,0.602,9.77,2.508,0.048,0.186,101.162,0.077,0.046,0.035,0.009,0.17,0.064,0.07,0.018,0.099,0.08,0.117,0.11,0.06,0.069,0.06,-0.085,0.08,0.062,0.062,0,0.001,0.001,0,21.197,20.713,,
